module	C3002C4_MGX	C3013C2_MGX	M2008C11_MGX	M2075C4_MGX	M2077C1_MGX	P6009C1_MGX	IBDMDB_CD_MSM6J2IY	IBDMDB_CD_PSM7J199	IBDMDB_UC_PSMA267J	G48777_CD	G48780_CD	G48783_Control	G48784_UC	G48787_Control	G48789_Control	G48790_Control	G48791_UC	G48792_Control	G48793_Control	G48794_UC	G48795_CD	G48796_CD	G48798_Control	G48799_UC	G48802_UC	G48804_CD	G48805_CD	G48806_CD	G48807_CD	G48808_Control	G48810_CD	G48812_UC	G48814_UC	G48815_CD	G48817_CD	G48819_CD	G48820_CD	G48821_UC	G48822_UC	G48823_CD	G48826_Control	G48827_CD	G48831_Control	G48832_UC	G48836_UC	G48838_CD	G48839_CD	G48841_CD	G48842_CD	G83831_Control	AST0002	AST0003	AST0005	AST0008	AST0009	AST0011	AST0013	AST0015	AST0017	AST0018	AST0019	AST0022	AST0023	AST0024	AST0025	AST0026	AST0029	AST0030	AST0031	AST0032	AST0033	AST0034	AST0035	AST0037	AST0038	AST0040	AST0042	AST0044	AST0045	AST0049	AST0050	AST0051	AST0055	AST0056	AST0057	AST0058	AST0060	AST0061	AST0064	AST0066	AST0067	AST0068	AST0069	AST0070	AST0071	AST0072	AST0073	AST0074	AST0075	AST0076	AST0077	AST0078	AST0081	AST0083	AST0086	AST0090	AST0091	AST0092	AST0093	AST0095	AST0098	AST0100	AST0104	AST0105	AST0107	AST0109	AST0112	AST0113	AST0114	AST0115	AST0117	AST0118	AST0119	AST0120	AST0121	AST0122	AST0124	AST0126	AST0127	AST0128	AST0130	AST0131	AST0132	AST0133	AST0134	AST0135	AST0136	AST0139	AST0140	AST0141	AST0145	AST0148	AST0149	AST0153	AUS0002	AUS0004	AUS0014	AUS0016	AUS0018	AUS0020	AUS0022	AUS0024	CAN0001	CAN0002	CAN0003	CAN0004	CAN0005	CAN0006	CAN0007	CAN0009	CAN0010	CAN0011	CAN0012	CAN0013	CAN0014	CAN0015	CAN0016	CAN0017	CAN0018	CAN0019	CAN0020	CAN0021	CAN0022	CAN0023	CHI0106	CHI0111	CHI0116	CHI0132	CHI0133	CHI0138	CHI0140	CHI0141	CHI0143	CHI0145	CHI0154	CHI0162	CHI0164	CHI0165	CHI0167	CHI0168	CHI0182	DEN0001	DEN0003	DEN0005	DEN0007	DEN0010	DEN0011	DEN0012	DEN0017	DEN0018	DEN0021	DEN0022	DEN0026	DEN0028	DEN0029	DEN0031	DEN0033	DEN0035	DEN0039	DEN0041	DEN0045	DEN0046	DEN0051	DEN0052	DEN0053	DEN0061	DEN0062	DEN0063	DEN0064	DEN0065	DEN0066	DEN0067	DEN0069	DEN0070	DEN0071	DEN0072	DEN0073	DEN0078	DEN0079	DEN0082	DEN0083	DEN0085	DEN0087	DEN0090	DEN0092	DEN0093	DEN0094	DEN0096	DEN0099	DEN0100	DEN0101	DEN0107	DEN0108	DEN0109	DEN0111	DEN0114	DEN0118	DEN0120	DEN0121	DEN0122	DEN0127	DEN0131	DEN0132	DEN0133	DEN0134	DEN0136	DEN0138	DEN0139	DEN0143	DEN0144	DEN0145	DEN0146	DEN0149	DEN0151	DEN0152	DEN0153	DEN0154	DEN0156	DEN0158	DEN0159	DEN0160	DEN0161	DEN0162	DEN0164	DEN0165	DEN0168	DEN0169	DEN0173	DEN0174	DEN0175	DEN0178	DEN0179	DEN0180	DEN0181	DEN0184	DEN0185	DEN0188	DEN0192	DEN0194	DEN0195	DEN0199	DEN0200	DEN0202	DEN0203	DEN0205	DEN0212	DEN0213	DEN0214	DEN0215	DEN0216	DEN0219	DEN0221	DEN0225	DEN0226	DEN0228	DEN0229	DEN0230	DEN0231	DEN0233	DEN0236	DEN0237	DEN0238	DEN0239	DEN0240	DEN0241	DEN0244	DEN0245	DEN0246	DEN0250	DEN0251	DEN0252	DEN0253	DEN0254	DEN0257	DEN0259	DEN0260	DEN0261	DEN0263	DEN0264	DEN0266	DEN0268	DEN0270	DEN0272	DEN0274	DEN0276	DEN0278	DEN0281	DEN0283	DEN0287	DEN0288	DEN0289	DEN0290	ENG0006	ENG0103	n_209_V6_M_229_non_pouchitis_2	n_209_V7_M_348_non_pouchitis_3	n_210_V10_M_720_non_pouchitis_7	n_210_V5_M_117_non_pouchitis_4	n_210_V6_M_265_non_pouchitis_5	n_210_V7_M_368_non_pouchitis_6	n_211_V10_M_714_non_pouchitis_4	n_211_V5_M_117_non_pouchitis_1	n_211_V6_M_229_non_pouchitis_2	n_211_V7_M_369_non_pouchitis_3	n_212_V10_M_720_non_pouchitis_4	n_212_V5_M_120_non_pouchitis_1	n_212_V6_M_239_non_pouchitis_2	n_212_V7_M_359_non_pouchitis_3	n_213_V10_M_722_non_pouchitis_4	n_213_V5_M_126_non_pouchitis_1	n_213_V6_M_231_non_pouchitis_2	n_213_V7_M_359_non_pouchitis_3	n_216_V10_M_721_non_pouchitis_4	n_216_V6_M_233_non_pouchitis_2	n_217_V10_M_720_non_pouchitis_4	n_217_V6_M_235_non_pouchitis_2	n_423_V6_M_232_non_pouchitis_2	n_423_V7_M_355_non_pouchitis_3	n_427_V6_M_234_non_pouchitis_2	n_503_V5_M_126_non_pouchitis_1	n_503_V6_M_271_non_pouchitis_2	n_503_V7_M_412_non_pouchitis_3	p_200_V10_M_731_without_inflamation_5	p_200_V12_M_282_inflamation_1	p_202_V10_M_743_without_inflamation_6	p_202_V11_M_301_inflamation_3	p_202_V12_M_329_antibiotic_4	p_202_V6_M_238_without_inflamation_2	p_204_V10_M_785_without_inflamation_6	p_204_V12_M_462_antibiotic_4	p_204_V5_M_187_without_inflamation_1	p_204_V6_M_308_without_inflamation_2	p_206_V11_M_482_inflamation_5	p_206_V5_M_118_without_inflamation_1	p_206_V6_M_237_without_inflamation_2	p_206_V7_M_363_without_inflamation_3	p_207_V10_M_719_inflamation_7	p_207_V5_M_124_without_inflamation_1	p_207_V6_M_236_without_inflamation_2	p_207_V7_M_355_without_inflamation_3	p_207_V8_M_482_inflamation_4	p_207_V9_M_601_without_inflamation_6	p_208_V12_M_651_antibiotic_6	p_208_V5_M_119_without_inflamation_1	p_208_V7_M_357_without_inflamation_3	p_208_V9_M_613_inflamation_5	p_214_V6_M_231_without_inflamation_2	p_214_V7_M_358_without_inflamation_3	p_214_V8_M_484_inflamation_4	p_215_V10_M_717_without_inflamation_3	p_215_V6_M_248_without_inflamation_1	p_215_V7_M_371_without_inflamation_2	p_218_V6_M_238_without_inflamation_2	p_500_V5_M_120_without_inflamation_1	p_500_V6_M_260_without_inflamation_2	p_500_V7_M_365_without_inflamation_3	p_502_V5_M_120_without_inflamation_1	p_502_V6_M_234_without_inflamation_2
M00087	0	0	0	0	0	0	0	0	0	2	3	0	5	0	0	0	0	0	0	0	3	2	1	0	1	3	1	2	3	0	0	2	7	5	2	6	7	5	6	2	1	2	0	2	2	2	4	1	2	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	6	0	0	0	1	2	0	0	1	2	1	1	2	2	0	1	0	0	0	0	1	0	2	0	0	2	2	0	2	0	0	0	0	0	1	0	0	1	0	1	0	2	0	0	0	0	3	0	2	0	0	0	1	0	3	0	0	4	0	2	0	4	2	2	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	3	0	0	2	4	4	4	3	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	2	0	0	0	0	0	5	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	4	0	1	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	3	1	2	0	1	5	7	1	12	7	2	3	1	4	1	2	0	2	2	1	6	11	3	2	3	4	3	0	0	2	1	1	1	1	3	4	1	2	2	2	2	2	5	1	2	2	0	2	4	5	3	6	2	2	0	0	2	9	0
M00088	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
M00091	1	0	0	0	0	2	0	0	0	1	2	3	2	3	15	13	7	13	6	12	1	6	9	4	10	0	0	1	1	4	1	3	4	1	4	3	0	1	0	2	7	1	6	2	1	4	1	0	3	3	4	4	1	1	0	8	10	0	2	2	3	2	5	5	9	1	5	1	5	5	0	4	3	1	3	6	5	2	0	3	2	2	9	1	0	2	3	10	8	2	1	8	3	9	6	7	4	5	1	2	11	1	6	6	7	6	8	2	1	3	6	2	9	6	11	1	7	7	4	0	0	6	6	12	6	5	10	6	11	5	7	0	0	5	4	2	3	1	3	2	2	7	3	7	1	0	4	0	2	0	1	3	6	3	12	6	2	7	7	5	2	6	9	4	12	7	3	4	4	1	6	13	5	0	3	8	0	2	0	0	5	0	0	0	5	2	1	3	4	2	2	9	3	6	3	6	9	1	3	7	9	3	0	3	0	6	4	5	1	7	5	2	3	4	0	3	0	10	5	4	3	3	1	4	3	1	6	7	10	8	5	2	0	7	0	3	4	5	0	8	5	0	0	0	1	3	6	0	2	3	0	8	6	4	10	4	1	0	2	1	4	7	2	2	0	11	0	8	5	6	1	6	2	0	3	7	6	2	3	0	0	0	8	1	0	6	3	1	1	0	3	7	0	8	7	4	3	4	2	2	2	10	1	3	1	0	2	2	0	0	1	9	6	1	0	3	2	7	0	1	4	1	15	2	4	7	0	2	4	7	2	2	6	1	6	4	7	3	4	10	4	10	1	1	2	0	2	1	3	3	0	4	0	2	1	1	0	2	0	0	2	0	2	4	1	0	1	0	0	1	2	3	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	2	2	4	0	1	0	1	2
M00093	7	7	9	11	10	10	6	8	7	17	17	35	17	18	43	44	35	34	27	34	17	29	29	25	27	5	2	7	30	24	20	16	9	17	20	11	12	8	7	20	31	14	28	8	5	28	25	10	20	15	23	20	18	12	8	20	15	17	12	17	21	22	13	18	20	18	24	8	16	16	10	18	14	17	16	11	15	13	13	18	7	12	16	8	6	12	16	22	20	12	15	15	18	21	17	27	24	21	9	27	15	19	23	16	24	14	20	9	14	23	14	7	19	20	16	8	16	30	14	16	17	17	20	23	17	22	23	15	20	28	13	12	2	22	15	14	15	15	22	21	16	28	22	22	22	17	27	24	21	17	32	26	31	10	35	17	17	37	29	18	10	21	36	21	29	32	28	35	22	8	25	26	20	7	12	23	15	19	14	17	20	18	18	17	21	23	12	8	18	11	21	25	16	20	25	30	28	5	21	24	23	25	22	19	6	18	16	19	5	22	30	17	28	24	7	32	8	33	30	18	24	25	22	22	28	14	37	15	30	26	23	25	8	17	9	20	19	30	6	18	22	11	11	10	14	16	22	3	11	20	7	21	19	27	23	12	8	20	24	25	16	24	17	18	8	30	11	25	19	14	12	18	15	8	21	29	16	8	21	14	7	6	25	16	14	26	20	4	21	16	25	20	8	19	14	24	24	13	18	16	25	23	6	24	19	18	19	25	8	9	16	22	26	19	6	33	22	25	6	8	24	5	29	23	23	18	15	20	27	23	15	13	22	5	27	23	34	19	13	27	19	27	24	21	8	8	23	22	30	31	11	12	12	14	15	16	9	23	14	13	17	11	8	12	8	9	12	16	8	12	18	14	13	16	12	12	11	15	7	8	11	10	7	10	13	3	6	8	10	13	8	9	15	16	10	6	14	10	8	17	15	8	10	16	15	21	14	16
M00095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00096	7	6	6	12	4	12	9	5	5	16	29	47	27	31	51	54	55	34	33	35	22	38	32	38	36	7	2	6	40	31	23	24	14	26	44	9	14	10	8	25	39	16	31	19	8	37	24	13	22	19	36	29	27	19	8	17	15	20	19	19	23	24	26	26	29	22	23	10	22	26	13	19	16	19	18	13	22	19	15	20	8	20	27	11	7	14	22	27	27	12	16	20	21	27	31	26	22	20	13	31	14	21	23	19	24	16	32	18	16	20	25	7	23	24	24	10	22	34	19	21	21	19	29	35	23	25	28	24	28	37	20	15	2	27	27	17	18	10	27	23	25	29	24	27	18	16	20	15	21	19	28	26	34	13	45	18	17	40	38	15	12	32	44	23	36	34	39	40	25	5	27	34	29	5	18	33	12	31	13	14	25	24	17	15	19	26	15	20	18	16	25	35	24	25	22	35	24	7	24	29	23	31	22	15	5	19	22	21	6	22	29	17	41	32	5	29	14	27	30	22	22	18	26	30	29	10	32	18	40	25	24	28	5	16	6	26	25	28	4	28	25	11	7	9	11	15	20	5	10	27	8	26	31	29	26	23	3	9	22	36	13	26	21	9	4	31	8	21	20	18	7	21	12	8	29	24	21	20	27	11	5	5	22	13	14	26	19	6	22	21	23	17	11	17	21	32	22	20	18	19	33	26	7	28	22	10	17	20	5	7	20	21	32	27	6	26	31	28	7	10	19	8	31	19	21	24	14	28	27	30	20	10	23	4	30	20	29	24	17	17	23	25	24	16	10	8	25	19	26	37	14	21	14	14	19	17	14	21	18	19	21	12	11	16	10	4	12	13	4	16	21	15	14	15	10	8	11	13	7	10	13	9	12	11	12	4	7	12	13	18	9	11	15	23	10	3	15	14	10	19	17	12	15	16	18	17	18	18
M00098	1	1	1	1	0	0	2	1	1	4	10	7	9	5	16	20	4	17	16	15	4	12	12	3	10	1	0	1	4	2	1	14	3	3	13	2	1	3	1	7	10	3	8	3	2	10	5	5	2	3	3	3	1	1	0	11	15	0	1	2	7	1	9	7	5	2	6	1	0	5	2	1	2	1	0	11	1	0	4	1	1	4	4	1	1	1	2	11	8	2	0	7	9	14	10	7	4	14	6	10	7	2	8	7	5	6	6	1	0	2	11	7	9	9	2	1	12	16	6	0	2	13	3	13	9	11	10	8	11	4	0	4	2	3	2	4	0	1	5	6	3	5	4	2	3	5	6	3	4	3	7	8	10	4	17	10	7	13	18	11	2	12	11	4	12	8	6	8	5	1	6	8	4	1	11	15	1	9	4	3	5	5	1	1	1	9	2	1	8	2	8	11	1	5	4	8	16	2	7	14	5	7	8	6	0	12	3	9	3	9	8	2	7	14	3	6	7	7	15	8	10	5	10	5	7	3	10	10	18	4	6	2	2	10	3	8	15	5	0	8	13	2	3	5	1	1	15	2	7	3	2	8	5	17	7	4	1	1	4	7	4	11	7	3	1	7	6	7	2	6	2	4	4	1	11	13	10	2	6	1	0	0	5	3	1	10	9	0	5	4	3	6	2	5	3	7	2	13	3	7	5	2	3	10	8	0	2	5	1	3	7	11	5	5	2	7	4	5	0	6	2	2	16	5	6	7	7	7	10	10	1	2	9	2	8	6	11	4	5	16	5	9	4	2	1	4	2	1	3	4	0	3	3	1	4	6	2	7	2	5	1	1	2	4	1	1	1	1	0	2	4	5	2	1	2	2	1	1	2	0	2	1	5	4	1	0	1	1	1	2	1	2	3	3	0	1	2	1	1	3	1	1	2	2	4	3	4	2
M00115	6	6	8	12	8	13	8	7	7	24	21	43	27	27	55	45	52	41	35	39	24	34	36	30	34	6	1	7	33	31	23	26	12	25	28	5	14	10	6	27	39	19	35	17	7	33	28	13	22	24	28	30	26	17	12	22	11	24	23	24	22	30	23	29	29	30	32	9	33	25	14	28	17	25	27	13	27	17	16	26	11	22	25	11	7	18	29	31	23	17	22	21	26	32	30	31	27	23	15	33	16	25	26	22	30	25	25	17	20	25	20	7	16	34	27	17	29	32	18	22	20	20	26	23	23	35	27	18	30	34	26	19	2	32	28	20	27	11	26	28	21	29	27	27	25	23	25	20	21	21	34	27	33	10	40	20	18	35	29	14	12	24	43	25	33	34	34	32	21	7	29	29	20	6	14	24	15	29	15	14	26	22	15	15	18	26	17	17	16	14	22	25	23	28	24	31	20	5	28	21	23	27	24	16	6	23	26	20	8	30	31	11	30	28	3	28	14	32	32	25	26	23	26	27	33	16	36	14	22	22	25	30	8	14	7	31	25	27	4	21	19	14	12	11	14	11	30	4	10	30	7	24	24	24	24	22	5	11	25	25	15	19	22	13	3	27	11	23	27	27	13	22	16	10	24	28	19	15	31	10	7	7	23	19	16	28	20	5	25	19	27	20	8	18	19	25	28	18	19	18	28	25	7	26	28	19	23	25	6	8	22	23	30	26	7	29	27	41	6	9	30	8	33	18	25	23	15	32	28	29	17	9	23	3	32	21	38	26	13	12	26	30	28	25	10	4	24	22	30	42	16	24	15	18	26	17	11	24	18	16	25	11	13	14	13	10	11	20	9	12	18	16	15	22	12	7	7	13	9	12	20	9	13	10	6	2	7	13	13	15	8	11	12	21	12	5	18	12	9	25	20	14	11	22	15	19	18	20
M00116	0	0	0	0	0	0	0	0	0	1	2	1	0	0	1	1	1	0	0	0	2	0	2	0	2	3	2	1	2	0	0	0	3	1	1	6	4	2	2	1	2	1	0	1	1	2	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	0	0	2	1	1	3	0	0	0	0	0	4	1	1	0	1	1	1	0	2	1	2	0	1	2	2	2	0	0	0	0	0	0	1	0	0	1	2	0	1	0	0	1	2	1	1	2	1	1	0	0	1	1	0	1	2	0	1	0	1	1	0	1	1	1	1	1	1	2	0	2	2	2	0	2	4	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	1	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	3	0	0	1	1	1	5	5	1	1	5	1	6	4	3	4	3	4	1	1	0	4	5	2	6	7	2	3	2	2	4	2	0	3	0	0	3	2	7	5	1	2	1	2	2	2	4	4	5	4	0	3	2	2	2	2	0	3	0	0	2	4	0
M00117	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	3	3	2	2	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	1	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	2	0	2	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	1	1	2	0	5	2	1	0	1	2	0	1	0	1	1	1	3	3	1	1	1	1	1	0	0	1	0	0	1	1	2	2	1	1	1	1	1	1	2	0	1	1	0	1	1	2	1	1	0	1	0	1	1	2	0
M00118	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	1	2	1	0	3	4	2	2	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	2	0	0	0	1	1	0	0	0	1	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	1	0	2	1	2	0	1	2	0	1	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	2	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	1	0	2	0	0	1	1	0	0	1	4	0	2	1	0	1	2	1	0	0	0	0	0	1	1	0	0	0	0	0	1	2	0	1	1	0	0	2	4	1	1	1	0	1	0	2	0	0	0	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	1	2	1	0	0	1	0	0	1	1	0	1	0	0	0	2	0	0	1	0	0	0	0	0	1	2	0	0	2	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	1	0	1	2	1	1	0	1	1	3	0	10	5	2	1	1	3	0	1	0	1	1	1	3	4	1	1	1	1	2	0	1	1	1	0	1	2	2	2	1	1	1	1	1	1	2	1	2	1	0	1	1	2	1	2	0	1	0	1	1	4	0
M00119	4	6	7	13	9	13	8	6	7	15	20	30	19	12	40	41	36	28	23	31	14	30	27	20	24	3	1	3	26	25	15	17	8	17	17	8	9	5	5	22	29	13	23	7	3	16	20	6	14	12	15	18	12	10	4	13	5	10	9	11	14	17	16	23	27	16	17	7	14	11	6	10	11	15	11	8	18	8	9	13	5	12	12	5	4	5	13	18	17	4	8	17	15	26	19	23	17	21	11	22	11	20	22	13	23	9	17	8	8	17	16	7	12	14	16	8	19	28	12	6	16	16	20	18	18	18	19	8	24	29	14	13	2	22	9	12	15	7	19	22	13	20	20	24	25	15	20	18	19	16	24	20	31	8	32	20	15	29	27	12	11	19	33	18	29	27	30	28	20	4	22	21	21	8	14	17	12	19	13	10	21	17	12	13	18	21	12	9	15	11	18	20	12	22	21	22	19	6	21	20	23	21	16	17	6	16	16	15	8	24	25	9	28	23	4	27	14	23	24	21	23	22	24	23	22	13	30	14	19	20	23	23	5	14	4	22	19	21	4	17	14	10	11	9	15	7	26	4	12	22	9	21	14	17	21	13	6	5	21	20	14	23	17	12	4	25	10	19	17	15	13	14	9	9	21	25	15	8	22	8	8	6	23	12	11	21	15	6	21	13	21	18	11	18	12	21	25	13	15	12	21	19	6	20	18	14	18	19	5	9	17	18	24	17	7	22	26	28	6	9	22	7	22	17	21	16	12	27	24	22	14	12	20	5	29	22	23	18	14	15	18	23	18	13	5	3	19	14	20	20	12	6	6	11	7	8	3	13	9	9	11	4	8	8	6	2	7	9	3	9	12	6	8	8	7	4	4	9	3	8	9	4	5	7	4	3	4	8	7	9	5	4	8	10	5	4	6	8	7	12	10	10	8	15	14	16	15	10
